date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:51:50	65920/65920	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:50%20GMT	https://advanture.icu/dizoil/2023/03/09/navigating-the-geopolitics-of-oil-understanding-global-markets-and-political-influences/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/2023/03/09/navigating-the-geopolitics-of-oil-understanding-global-markets-and-political-influences/index.html	(from https://advanture.icu/dizoil/)
19:51:50	20713/20713	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20Mar%202023%2009:54:28%20GMT	https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/sweetalert2/sweetalert2.min.css?ver=11.6.16	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/sweetalert2/sweetalert2.min430c.css	(from https://advanture.icu/dizoil/)
19:51:51	2180/2180	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20Mar%202023%2009:54:26%20GMT	https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/tiny-slider/tiny-slider.css?ver=2.9.3	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/tiny-slider/tiny-sliderf342.css	(from https://advanture.icu/dizoil/)
19:51:51	66375/66375	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:50%20GMT	https://advanture.icu/dizoil/category/industry/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/category/industry/index.html	(from https://advanture.icu/dizoil/)
19:51:51	18468/18468	---M-Z	200	added ('OK')	text/css	date:Fri,%2012%20May%202023%2012:40:56%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.13.2	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/animations/animations.min2e9d.css	(from https://advanture.icu/dizoil/)
19:51:52	1827/1827	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2030%20Mar%202023%2009:43:18%20GMT	https://advanture.icu/dizoil/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://advanture.icu/dizoil/)
19:51:52	40/40	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20May%202023%2010:00:06%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.8.8	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script292d.js	(from https://advanture.icu/dizoil/)
19:51:54	131445/131445	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Mar%202023%2012:42:28%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/happy-businessman-in-glasses-holding-clipboard-in-2022-11-02-02-39-05-utc-173.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/happy-businessman-in-glasses-holding-clipboard-in-2022-11-02-02-39-05-utc-173.jpg	(from https://advanture.icu/dizoil/)
19:51:54	4958/4958	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20May%202023%2012:40:56%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.13.2	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/js/webpack.runtime.min2e9d.js	(from https://advanture.icu/dizoil/)
19:51:54	45667/45667	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20May%202023%2012:40:52%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.13.2	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/js/frontend-modules.min2e9d.js	(from https://advanture.icu/dizoil/)
19:51:54	137535/137535	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2004%20May%202023%2010:00:16%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.8.8	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts292d.js	(from https://advanture.icu/dizoil/)
19:51:56	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20May%202023%2012:41:06%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://advanture.icu/dizoil/)
19:51:57	21438/21438	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2012%20Apr%202023%2014:59:45%20GMT	https://advanture.icu/dizoil/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-includes/js/jquery/ui/core.min3f14.js	(from https://advanture.icu/dizoil/)
19:51:57	40625/40625	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20May%202023%2012:40:52%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.13.2	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/js/frontend.min2e9d.js	(from https://advanture.icu/dizoil/)
19:51:57	4449/4449	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Mar%202023%2009:54:26%20GMT	https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/elements/sticky-element.js?ver=2.6.1	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/elements/sticky-elementc141.js	(from https://advanture.icu/dizoil/)
19:51:58	346/346	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:58%20GMT	https://advanture.icu/dizoil/?jkit-ajax-request=jkit_elements	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/indexe2f2.html	(from https://advanture.icu/dizoil/)
19:51:58	3232/3232	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Mar%202023%2009:54:26%20GMT	https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/elements/nav-menu.js?ver=2.6.1	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/elements/nav-menuc141.js	(from https://advanture.icu/dizoil/)
19:51:58	1801/1801	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20May%202023%2012:41:04%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://advanture.icu/dizoil/)
19:51:59	3312/3312	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Mar%202023%2009:54:26%20GMT	https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/elements/video-button.js?ver=2.6.1	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/elements/video-buttonc141.js	(from https://advanture.icu/dizoil/)
19:51:59	2428/2428	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Mar%202023%2009:54:26%20GMT	https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/elements/client-logo.js?ver=2.6.1	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/elements/client-logoc141.js	(from https://advanture.icu/dizoil/)
19:52:00	42588/42588	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Mar%202023%2009:54:28%20GMT	https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/sweetalert2/sweetalert2.min.js?ver=11.6.16	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/sweetalert2/sweetalert2.min430c.js	(from https://advanture.icu/dizoil/)
19:52:01	32011/32011	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Mar%202023%2009:54:26%20GMT	https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/tiny-slider/tiny-slider.js?ver=2.9.3	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/tiny-slider/tiny-sliderf342.js	(from https://advanture.icu/dizoil/)
19:52:01	6260/6260	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Mar%202023%2009:54:26%20GMT	https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/elements/post-pagination.js?ver=2.6.1	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/js/elements/post-paginationc141.js	(from https://advanture.icu/dizoil/)
19:52:01	810/810	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2004%20May%202023%2010:00:16%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.js?ver=2.8.8	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle292d.js	(from https://advanture.icu/dizoil/)
19:52:02	18738/18738	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2004%20May%202023%2010:00:16%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=2.8.8	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor292d.js	(from https://advanture.icu/dizoil/)
19:52:02	431/431	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2004%20Mar%202023%2009:54:18%20GMT	https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/img/letter-x.svg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/img/letter-x.svg	(from https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/css/elements/main.css?ver=2.6.1)
19:52:08	94248/94248	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20May%202023%2012:40:58%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.20.0	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.woff2	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
19:52:10	115572/115572	---M--	200	added ('OK')	font/woff	date:Fri,%2012%20May%202023%2012:40:58%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.20.0	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.woff	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
19:52:10	321759/321759	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2012%20May%202023%2012:40:58%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.20.0	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.svg	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
19:52:11	213792/213792	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2012%20May%202023%2012:40:58%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.20.0	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.ttf	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
19:52:11	213952/213952	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20May%202023%2012:40:58%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.20.0	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.eot	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
19:52:13	111960/111960	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2013:47:00%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/Asset-2-100-1-e1660896849159.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/Asset-2-100-1-e1660896849159.png	(from https://advanture.icu/dizoil/wp-content/uploads/sites/13/elementor/css/post-84.css?ver=1678709778)
19:52:17	128964/128964	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:47:35%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/oil-refineries-2022-12-15-19-35-23-utc-1.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/oil-refineries-2022-12-15-19-35-23-utc-1.jpg	(from https://advanture.icu/dizoil/wp-content/uploads/sites/13/elementor/css/post-84.css?ver=1678709778)
19:52:20	134346/134346	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20May%202023%2012:41:00%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:22	202342/202342	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:47:35%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/oil-platform-in-sea-evening-sky-2022-10-18-20-16-14-utc-1.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/oil-platform-in-sea-evening-sky-2022-10-18-20-16-14-utc-1.jpg	(from https://advanture.icu/dizoil/wp-content/uploads/sites/13/elementor/css/post-84.css?ver=1678709778)
19:52:23	177485/177485	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:47:18%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/petrochemical-storage-tank-with-oil-refinery-backg-2023-01-24-13-08-07-utc-1.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/petrochemical-storage-tank-with-oil-refinery-backg-2023-01-24-13-08-07-utc-1.jpg	(from https://advanture.icu/dizoil/wp-content/uploads/sites/13/elementor/css/post-84.css?ver=1678709778)
19:52:25	134346/134346	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20May%202023%2012:41:00%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:26	76764/76764	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20May%202023%2012:41:02%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:26	293730/293730	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2013:46:57%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/BG-Worldmap.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/BG-Worldmap.png	(from https://advanture.icu/dizoil/wp-content/uploads/sites/13/elementor/css/post-84.css?ver=1678709778)
19:52:28	134040/134040	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2012%20May%202023%2012:41:02%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:29	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20May%202023%2012:41:02%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:30	13276/13276	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20May%202023%2012:41:02%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:30	90060/90060	---M--	200	added ('OK')	font/woff	date:Fri,%2012%20May%202023%2012:41:02%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:30	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20May%202023%2012:41:02%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:31	16276/16276	---M--	200	added ('OK')	font/woff	date:Fri,%2012%20May%202023%2012:41:02%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:33	33736/33736	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2012%20May%202023%2012:41:02%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:33	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2012%20May%202023%2012:41:02%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:41	78196/78196	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20May%202023%2012:41:04%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:43	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20May%202023%2012:41:02%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:44	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2012%20May%202023%2012:41:02%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:45	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20May%202023%2012:41:02%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:47	101652/101652	---M--	200	added ('OK')	font/woff	date:Fri,%2012%20May%202023%2012:41:04%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:50	202744/202744	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2012%20May%202023%2012:41:04%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:52:52	201/201	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202023%2010:00:14%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.8)
19:52:53	160/160	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202023%2010:00:16%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.8)
19:52:53	158/158	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202023%2010:00:16%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	(from https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.8)
19:52:53	148/148	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202023%2010:00:16%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	(from https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.8)
19:52:54	257/257	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2004%20May%202023%2010:00:14%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/img/cross-out.svg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/img/cross-out.svg	(from https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.8)
19:53:02	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2012%20May%202023%2012:41:04%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.2)
19:53:15	401140/401140	---M--	200	added ('OK')	font/woff2	date:Sat,%2004%20Mar%202023%2009:54:18%20GMT	https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.woff2?bv8d8l	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon7107.woff2	(from https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.css?ver=2.6.1)
19:53:21	459244/459244	---M--	200	added ('OK')	font/woff	date:Thu,%2004%20May%202023%2010:00:08%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit.woff?y24e1e	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit97ac.woff	(from https://advanture.icu/dizoil/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.8.8)
